--------------------
BDMEP - INMET
--------------------
Estação           : BOM JESUS DA LAPA - BA (OMM: 83288)
Latitude  (graus) : -13.26
Longitude (graus) : -43.41
Altitude  (metros): 439.96
Estação Operante
Inicio de operação: 01/11/1941
Periodo solicitado dos dados: 01/01/1960 a 31/12/2017
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Umidade Relativa Media;Velocidade do Vento Media;
83288;09/04/1986;0000;;34.8;;8.6;8;66.75;1.033333;
83288;09/04/1986;1200;0;;19.3;;;;;
83288;10/04/1986;0000;;34.8;;10.7;4;67.5;1.033333;
83288;10/04/1986;1200;0;;20.7;;;;;
83288;11/04/1986;0000;;34.6;;9.7;4.8;59;2;
83288;11/04/1986;1200;0;;21.2;;;;;
83288;12/04/1986;0000;;29.2;;2.5;5.9;85.75;0.9;
83288;12/04/1986;1200;19.8;;21.2;;;;;
83288;13/04/1986;0000;;32.8;;8.8;1.5;71;0.8;
83288;13/04/1986;1200;0;;19.4;;;;;
83288;14/04/1986;0000;;33.2;;9.7;4.3;63.75;0.866667;
83288;14/04/1986;1200;0;;19.5;;;;;
83288;15/04/1986;0000;;34.2;;10.4;5.1;67.25;0.666667;
83288;15/04/1986;1200;0;;18.9;;;;;
83288;16/04/1986;0000;;34.4;;9.9;5.7;65;1.2;
83288;16/04/1986;1200;0;;20;;;;;
83288;17/04/1986;0000;;32.8;;10;4.7;60;1.266667;
83288;17/04/1986;1200;0;;20.7;;;;;
83288;18/04/1986;0000;;32.6;;8.6;6;64;1.333333;
83288;18/04/1986;1200;0;;19.6;;;;;
83288;19/04/1986;0000;;31;;8.3;8.2;64.5;1.366667;
83288;19/04/1986;1200;0;;19.3;;;;;
83288;20/04/1986;0000;;32.2;;;3.8;66.75;1.366667;
83288;20/04/1986;1200;0;;18.9;;;;;
83288;21/04/1986;0000;;33.2;;10.6;4.9;62;1.5;
83288;21/04/1986;1200;0;;19;;;;;
83288;22/04/1986;0000;;33.4;;;5.4;57.25;0.933333;
83288;22/04/1986;1200;0;;20.5;;;;;
83288;23/04/1986;0000;;33.6;;9.6;5.4;58.75;0.6;
83288;23/04/1986;1200;0;;19.5;;;;;
83288;24/04/1986;0000;;28.8;;1.6;4.9;78.75;0.9;
83288;24/04/1986;1200;0;;21.4;;;;;
83288;25/04/1986;0000;;30.1;;5.9;12.9;84;1.133333;
83288;25/04/1986;1200;0.4;;20.9;;;;;
83288;26/04/1986;0000;;30.6;;5.7;1.4;72.75;1.7;
83288;26/04/1986;1200;4;;21.3;;;;;
83288;27/04/1986;0000;;33;;5.5;3.2;70;0.933333;
83288;27/04/1986;1200;0;;20.5;;;;;
83288;28/04/1986;0000;;33.9;;;3.6;66.25;1.366667;
83288;28/04/1986;1200;0;;20.4;;;;;
83288;29/04/1986;0000;;27;;0;5.6;74.5;1.333333;
83288;29/04/1986;1200;0;;22.3;;;;;
83288;30/04/1986;0000;;29.6;;1.4;13;70;2.366667;
83288;30/04/1986;1200;0;;19.9;;;;;
83288;01/05/1986;0000;;31.2;;10.5;4.6;59;2.333333;
83288;01/05/1986;1200;0;;18;;;;;
83288;02/05/1986;0000;;31.4;;9.1;5.8;60.25;1.466667;
83288;02/05/1986;1200;0;;18.5;;;;;
83288;03/05/1986;0000;;32.2;;8.7;8;69.75;1.3;
83288;03/05/1986;1200;0;;20.3;;;;;
83288;04/05/1986;0000;;32.8;;8.9;3.8;71;1.933333;
83288;04/05/1986;1200;0;;21.3;;;;;
83288;05/05/1986;0000;;33;;9.4;5;61.5;2.2;
83288;05/05/1986;1200;0;;21;;;;;
83288;06/05/1986;0000;;33.6;;6.4;5.2;62.25;1.633333;
83288;06/05/1986;1200;0;;21.8;;;;;
83288;07/05/1986;0000;;33.2;;8;5.2;57.25;1.333333;
83288;07/05/1986;1200;0;;21.5;;;;;
83288;08/05/1986;0000;;33;;9.9;5.4;55.25;1.333333;
83288;08/05/1986;1200;0;;18.6;;;;;
83288;09/05/1986;0000;;31.6;;7.1;5.7;55;1.266667;
83288;09/05/1986;1200;0;;19;;;;;
83288;10/05/1986;0000;;33.4;;9.9;5.1;58.5;1.6;
83288;10/05/1986;1200;0;;19.7;;;;;
83288;11/05/1986;0000;;35;;10.5;5.2;57.25;1.733333;
83288;11/05/1986;1200;0;;19.1;;;;;
83288;12/05/1986;0000;;33.8;;;8;55.5;1.3;
83288;12/05/1986;1200;0;;18.5;;;;;
83288;13/05/1986;0000;;34.6;;9.8;4.6;55.5;0.8;
83288;13/05/1986;1200;0;;19.4;;;;;
83288;14/05/1986;0000;;35.2;;9.5;5.3;58;0.966667;
83288;14/05/1986;1200;0;;19.8;;;;;
83288;15/05/1986;0000;;35.1;;7.8;8.5;59;2.033333;
83288;15/05/1986;1200;0;;20.1;;;;;
83288;16/05/1986;0000;;33.6;;9;3;59.5;1.7;
83288;16/05/1986;1200;0;;19.4;;;;;
83288;17/05/1986;0000;;31.6;;10.5;6.2;58.75;1.1;
83288;17/05/1986;1200;0;;18.7;;;;;
83288;18/05/1986;0000;;33.2;;10.4;3.8;56.25;0.933333;
83288;18/05/1986;1200;0;;19.4;;;;;
83288;19/05/1986;0000;;33.4;;9;7.5;61;1.033333;
83288;19/05/1986;1200;0;;19.5;;;;;
83288;20/05/1986;0000;;33.2;;10.4;5.7;61.25;1.466667;
83288;20/05/1986;1200;0;;17.9;;;;;
83288;21/05/1986;0000;;33.6;;10;6.1;52.75;1.433333;
83288;21/05/1986;1200;0;;18.6;;;;;
83288;22/05/1986;0000;;33.2;;;6.4;55.5;1.533333;
83288;22/05/1986;1200;0;;17.9;;;;;
83288;23/05/1986;0000;;31;;10.1;8;63;2.566667;
83288;23/05/1986;1200;0;;16.8;;;;;
83288;24/05/1986;0000;;32.2;;8.7;6.9;66.25;2.3;
83288;24/05/1986;1200;0;;19.7;;;;;
83288;25/05/1986;0000;;31.8;;9.7;8.1;61.25;2.3;
83288;25/05/1986;1200;0;;18.1;;;;;
83288;26/05/1986;0000;;31.8;;10.3;5.5;58.25;1.733333;
83288;26/05/1986;1200;0;;18.8;;;;;
83288;27/05/1986;0000;;32.8;;9.4;2.7;49;1.233333;
83288;27/05/1986;1200;0;;18.1;;;;;
83288;28/05/1986;0000;;32.2;;10.4;6.8;56.25;2.033333;
83288;28/05/1986;1200;0;;20.2;;;;;
83288;29/05/1986;0000;;31.4;;7.6;6.4;67;0.9;
83288;29/05/1986;1200;0;;16.9;;;;;
83288;30/05/1986;0000;;32.8;;9.1;5;49.75;2;
83288;30/05/1986;1200;0;;16.9;;;;;
83288;31/05/1986;0000;;32.4;;10.5;8.3;51.25;1.1;
83288;31/05/1986;1200;0;;14.2;;;;;
83288;01/07/1986;0000;;31.4;;;6.9;47.75;1.366667;
83288;01/07/1986;1200;;;16.1;;;;;
83288;02/07/1986;0000;;33;;9.9;6.7;44.25;1.466667;
83288;02/07/1986;1200;0;;17.1;;;;;
83288;03/07/1986;0000;;32.6;;7.9;6.8;51.75;1.9;
83288;03/07/1986;1200;0;;16.7;;;;;
83288;04/07/1986;0000;;31.7;;9.2;7.1;53.25;1.566667;
83288;04/07/1986;1200;0;;18.9;;;;;
83288;05/07/1986;0000;;31.4;;9.3;7;52.5;1.633333;
83288;05/07/1986;1200;0;;17.6;;;;;
83288;06/07/1986;0000;;31.2;;;6.5;52.75;1.533333;
83288;06/07/1986;1200;0;;18.8;;;;;
83288;07/07/1986;0000;;30;;8.2;6.5;55.75;2.133333;
83288;07/07/1986;1200;0;;18.7;;;;;
83288;08/07/1986;0000;;27.2;;4.5;7.5;59.25;2.933333;
83288;08/07/1986;1200;0;;17.2;;;;;
83288;09/07/1986;0000;;27.7;;6.4;7.4;52.75;2.933333;
83288;09/07/1986;1200;0;;16.1;;;;;
83288;10/07/1986;0000;;26.8;;7.1;8.2;58;2.5;
83288;10/07/1986;1200;0;;17.1;;;;;
83288;11/07/1986;0000;;28.2;;8.6;7.6;50.25;1.566667;
83288;11/07/1986;1200;0;;14.9;;;;;
83288;12/07/1986;0000;;27.3;;3.6;5.4;53.25;1.9;
83288;12/07/1986;1200;0;;15.3;;;;;
83288;13/07/1986;0000;;30.1;;9.2;5;48.25;1.9;
83288;13/07/1986;1200;0;;15.5;;;;;
83288;14/07/1986;0000;;30.6;;7.9;7.8;50.25;2.266667;
83288;14/07/1986;1200;0;;15.9;;;;;
83288;15/07/1986;0000;;31.2;;10.6;7;50.5;1.4;
83288;15/07/1986;1200;0;;16.1;;;;;
83288;16/07/1986;0000;;29.4;;10.5;7;49.75;1.866667;
83288;16/07/1986;1200;0;;14.9;;;;;
83288;17/07/1986;0000;;32;;10.6;6.2;48.75;1.233333;
83288;17/07/1986;1200;0;;14.5;;;;;
83288;18/07/1986;0000;;32.1;;10.5;6.2;45.25;2;
83288;18/07/1986;1200;0;;15.6;;;;;
83288;19/07/1986;0000;;32.4;;10.4;6.5;52.25;1.433333;
83288;19/07/1986;1200;0;;16.3;;;;;
83288;20/07/1986;0000;;32.8;;10;7.4;47.25;2;
83288;20/07/1986;1200;0;;17.1;;;;;
83288;21/07/1986;0000;;33.3;;;7.1;48.5;1.233333;
83288;21/07/1986;1200;0;;17.1;;;;;
83288;22/07/1986;0000;;34.7;;7.4;7.2;53.25;1.433333;
83288;22/07/1986;1200;0;;15;;;;;
83288;23/07/1986;0000;;32.2;;9.1;8.3;56.25;0.933333;
83288;23/07/1986;1200;0;;17.7;;;;;
83288;24/07/1986;0000;;29.2;;8.1;7;67.5;2.3;
83288;24/07/1986;1200;0;;17.9;;;;;
83288;25/07/1986;0000;;32.4;;10.3;4.8;53.25;2.4;
83288;25/07/1986;1200;0;;16.5;;;;;
83288;26/07/1986;0000;;31.8;;9.6;6.9;46.25;1.233333;
83288;26/07/1986;1200;0;;17.7;;;;;
83288;27/07/1986;0000;;30.7;;3.1;7;59.75;1.233333;
83288;27/07/1986;1200;0;;20.1;;;;;
83288;28/07/1986;0000;;33.6;;6.5;4.6;62.25;1.433333;
83288;28/07/1986;1200;0;;18.5;;;;;
83288;29/07/1986;0000;;31.6;;6.6;7.2;68.75;2.1;
83288;29/07/1986;1200;0;;18.9;;;;;
83288;30/07/1986;0000;;32;;10.2;5.2;46.75;2.033333;
83288;30/07/1986;1200;3.8;;17.3;;;;;
83288;31/07/1986;0000;;31.6;;10.2;7.3;49.25;1.133333;
83288;31/07/1986;1200;0;;15.4;;;;;
83288;01/08/1986;0000;;32.9;;10.3;6.9;49.75;1.466667;
83288;01/08/1986;1200;0;;14.1;;;;;
83288;02/08/1986;0000;;33.8;;;1.6;54.25;1.2;
83288;02/08/1986;1200;0;;13.9;;;;;
83288;03/08/1986;0000;;33.8;;9.3;2;52.5;1.333333;
83288;03/08/1986;1200;0;;18.9;;;;;
83288;04/08/1986;0000;;32.3;;10.3;8.4;52;2.366667;
83288;04/08/1986;1200;0;;16.9;;;;;
83288;05/08/1986;0000;;32;;;8.4;57.25;1.033333;
83288;05/08/1986;1200;0;;15.4;;;;;
83288;06/08/1986;0000;;31;;;8.9;51.25;1.266667;
83288;06/08/1986;1200;0;;15.7;;;;;
83288;07/08/1986;0000;;32.6;;10;8.9;54.25;1.166667;
83288;07/08/1986;1200;0;;16.1;;;;;
83288;08/08/1986;0000;;32.4;;9.2;8.2;50.75;1.466667;
83288;08/08/1986;1200;0;;17;;;;;
83288;09/08/1986;0000;;31.6;;10.4;7.6;43.5;1.433333;
83288;09/08/1986;1200;0;;15.2;;;;;
83288;10/08/1986;0000;;32;;;8.6;52;1.6;
83288;10/08/1986;1200;0;;14.7;;;;;
83288;11/08/1986;0000;;34;;10.4;8;52.5;1.166667;
83288;11/08/1986;1200;0;;15.5;;;;;
83288;12/08/1986;0000;;34.4;;9.5;8.4;43.25;1.266667;
83288;12/08/1986;1200;0;;15.3;;;;;
83288;13/08/1986;0000;;33.8;;8.2;8.6;46.5;1.066667;
83288;13/08/1986;1200;0;;17.3;;;;;
83288;14/08/1986;0000;;32.2;;10;9;49;2.033333;
83288;14/08/1986;1200;0;;17.2;;;;;
83288;15/08/1986;0000;;32.4;;10.4;8.8;57.25;1.566667;
83288;15/08/1986;1200;0;;16.6;;;;;
83288;16/08/1986;0000;;34.3;;;7.7;44.75;1.366667;
83288;16/08/1986;1200;0;;16.9;;;;;
83288;17/08/1986;0000;;34.6;;8.2;7.1;51.5;1.1;
83288;17/08/1986;1200;0;;19.3;;;;;
83288;18/08/1986;0000;;35.4;;8.8;8.3;48;1.233333;
83288;18/08/1986;1200;0;;19.9;;;;;
83288;19/08/1986;0000;;35.2;;10.2;9.3;53.25;1.633333;
83288;19/08/1986;1200;0;;17.5;;;;;
83288;20/08/1986;0000;;36.4;;10.2;9.4;45.75;1.5;
83288;20/08/1986;1200;0;;18;;;;;
83288;21/08/1986;0000;;36;;10.6;9.4;49.75;0.8;
83288;21/08/1986;1200;0;;17.4;;;;;
83288;22/08/1986;0000;;31.6;;3.1;9.8;60;2.3;
83288;22/08/1986;1200;0;;20.1;;;;;
83288;23/08/1986;0000;;32.8;;7;8;60.75;1.7;
83288;23/08/1986;1200;0;;18.7;;;;;
83288;24/08/1986;0000;;34.2;;8.6;7;63.25;1.633333;
83288;24/08/1986;1200;12.4;;19.5;;;;;
83288;25/08/1986;0000;;30;;2.2;4;77.5;0.7;
83288;25/08/1986;1200;18;;18.3;;;;;
83288;26/08/1986;0000;;33.6;;9.5;2.5;54;1.333333;
83288;26/08/1986;1200;0;;19.2;;;;;
83288;27/08/1986;0000;;34;;9.8;6.5;52.25;1.366667;
83288;27/08/1986;1200;0;;20.1;;;;;
83288;28/08/1986;0000;;32.4;;9.9;8.4;46.25;1.866667;
83288;28/08/1986;1200;0;;18.7;;;;;
83288;29/08/1986;0000;;31.6;;8.5;8.4;50.75;0.533333;
83288;29/08/1986;1200;0;;17.5;;;;;
83288;30/08/1986;0000;;31.9;;9.9;6.8;55;2.2;
83288;30/08/1986;1200;0;;18.1;;;;;
83288;31/08/1986;0000;;32.7;;9.2;7.2;54;1.333333;
83288;31/08/1986;1200;0;;18.6;;;;;
83288;01/10/1986;0000;;34;;0;8.4;68;0.966667;
83288;01/10/1986;1200;;;22.5;;;;;
83288;02/10/1986;0000;;31.8;;7.6;15.8;46.25;1.233333;
83288;02/10/1986;1200;0;;18.7;;;;;
83288;03/10/1986;0000;;34;;9.7;7.1;42.75;2.233333;
83288;03/10/1986;1200;0;;18.7;;;;;
83288;04/10/1986;0000;;33.6;;5.5;9;47.5;1.733333;
83288;04/10/1986;1200;0;;19.3;;;;;
83288;05/10/1986;0000;;35;;8.1;9.2;43.75;1.466667;
83288;05/10/1986;1200;0;;20.7;;;;;
83288;06/10/1986;0000;;35.2;;10.2;9.7;42.75;1.533333;
83288;06/10/1986;1200;0;;21.1;;;;;
83288;07/10/1986;0000;;35.4;;9.1;9.8;42.25;1.9;
83288;07/10/1986;1200;0;;21.4;;;;;
83288;08/10/1986;0000;;36.8;;9;10;36.75;1.2;
83288;08/10/1986;1200;0;;18.7;;;;;
83288;09/10/1986;0000;;36.3;;10.1;12;35;1.433333;
83288;09/10/1986;1200;0;;20.1;;;;;
83288;10/10/1986;0000;;35.5;;9.4;11;45;0.933333;
83288;10/10/1986;1200;0;;25.1;;;;;
83288;11/10/1986;0000;;34.8;;4.7;8.4;52.5;2.1;
83288;11/10/1986;1200;0;;21.5;;;;;
83288;12/10/1986;0000;;34.8;;3.8;7.9;56.25;1.666667;
83288;12/10/1986;1200;0;;23.3;;;;;
83288;13/10/1986;0000;;29;;0.1;6.4;79.75;0.966667;
83288;13/10/1986;1200;5;;20.8;;;;;
83288;14/10/1986;0000;;25.4;;0;2.6;87;1.366667;
83288;14/10/1986;1200;53;;20.7;;;;;
83288;15/10/1986;0000;;23.4;;;1;95;1.8;
83288;15/10/1986;1200;1;;20.1;;;;;
83288;16/10/1986;0000;;24.8;;0;0.4;80;1.466667;
83288;16/10/1986;1200;20.2;;19.1;;;;;
83288;17/10/1986;0000;;34;;10.5;2.6;58.25;1.233333;
83288;17/10/1986;1200;0;;17.7;;;;;
83288;18/10/1986;0000;;35.7;;11.4;7.2;62.25;0.933333;
83288;18/10/1986;1200;0;;20.3;;;;;
83288;19/10/1986;0000;;36.6;;10.7;7;47.75;1.166667;
83288;19/10/1986;1200;0;;21.4;;;;;
83288;20/10/1986;0000;;35.2;;10.4;8.4;50.5;1.733333;
83288;20/10/1986;1200;0;;22.2;;;;;
83288;21/10/1986;0000;;34.6;;10.1;9.6;47.75;0.966667;
83288;21/10/1986;1200;0;;20.1;;;;;
83288;22/10/1986;0000;;35.2;;11.4;9.4;42.75;1.566667;
83288;22/10/1986;1200;0;;19.4;;;;;
83288;23/10/1986;0000;;36.1;;11.4;9;48.75;1.2;
83288;23/10/1986;1200;0;;18;;;;;
83288;24/10/1986;0000;;36.4;;10.9;8;50.5;2.333333;
83288;24/10/1986;1200;0;;19.6;;;;;
83288;25/10/1986;0000;;29.8;;1.9;9.6;59.75;1.9;
83288;25/10/1986;1200;0;;22.1;;;;;
83288;26/10/1986;0000;;26.8;;0;7;76.75;1.466667;
83288;26/10/1986;1200;0;;20.1;;;;;
83288;27/10/1986;0000;;22.4;;0.4;3.5;86;2.933333;
83288;27/10/1986;1200;4.1;;17.8;;;;;
83288;28/10/1986;0000;;27.8;;1.3;2.1;78;1.466667;
83288;28/10/1986;1200;0.2;;18.1;;;;;
83288;29/10/1986;0000;;31.8;;10.5;3;;1.05;
83288;29/10/1986;1200;0;;18.1;;;;;
83288;30/10/1986;0000;;34.4;;;;;1.6;
83288;30/10/1986;1200;;;26.5;;;;;
83288;31/10/1986;0000;;35.3;;10.1;;54;2;
83288;31/10/1986;1200;0;;20.2;;;;;
83288;01/12/1986;0000;;31;;4.5;4;77.25;1.6;
83288;01/12/1986;1200;;;20.5;;;;;
83288;02/12/1986;0000;;33.3;;;3;68.5;1.866667;
83288;02/12/1986;1200;0.3;;22;;;;;
83288;03/12/1986;0000;;34.6;;3.5;4.9;63.25;1.533333;
83288;03/12/1986;1200;0;;20.7;;;;;
83288;04/12/1986;0000;;36.4;;11.7;5.2;47;1.466667;
83288;04/12/1986;1200;0;;20.4;;;;;
83288;05/12/1986;0000;;37.4;;11.6;8.6;41.75;1.4;
83288;05/12/1986;1200;0;;18;;;;;
83288;06/12/1986;0000;;38.2;;;9.9;42.5;1.933333;
83288;06/12/1986;1200;0;;22;;;;;
83288;07/12/1986;0000;;37.8;;10.7;10.6;46.25;1.033333;
83288;07/12/1986;1200;0;;21.4;;;;;
83288;08/12/1986;0000;;37.2;;10.1;8.1;54.25;1.6;
83288;08/12/1986;1200;0;;21.7;;;;;
83288;09/12/1986;0000;;32.6;;4.6;8.5;75.25;2.033333;
83288;09/12/1986;1200;8;;21.7;;;;;
83288;10/12/1986;0000;;33.4;;;3.5;79;1.533333;
83288;10/12/1986;1200;7;;21.6;;;;;
83288;11/12/1986;0000;;32.3;;4.3;3.5;83.25;1.5;
83288;11/12/1986;1200;9.7;;21;;;;;
83288;12/12/1986;0000;;32;;6.6;2.2;73;1.233333;
83288;12/12/1986;1200;10.6;;21;;;;;
83288;13/12/1986;0000;;32.8;;6.3;3.4;69;1.066667;
83288;13/12/1986;1200;0;;22.1;;;;;
83288;14/12/1986;0000;;35.3;;;3.6;61.75;1.666667;
83288;14/12/1986;1200;0;;20.6;;;;;
83288;15/12/1986;0000;;34.6;;9;6.4;55;1.366667;
83288;15/12/1986;1200;0;;19.6;;;;;
83288;16/12/1986;0000;;35.2;;10;7.4;51.25;1.4;
83288;16/12/1986;1200;0;;21.8;;;;;
83288;17/12/1986;0000;;36;;9.9;7.6;44.25;1.833333;
83288;17/12/1986;1200;0;;22.6;;;;;
83288;18/12/1986;0000;;36.6;;9.8;9.8;46.5;2.166667;
83288;18/12/1986;1200;0;;20.6;;;;;
83288;19/12/1986;0000;;36;;11.1;7.4;55.25;1.033333;
83288;19/12/1986;1200;0;;21.9;;;;;
83288;20/12/1986;0000;;37;;11.8;9.8;47.5;1.633333;
83288;20/12/1986;1200;0;;22.4;;;;;
83288;21/12/1986;0000;;36.2;;12;11.2;40.25;2.033333;
83288;21/12/1986;1200;0;;20.8;;;;;
83288;22/12/1986;0000;;37.4;;;10.4;54;2.966667;
83288;22/12/1986;1200;0;;21.4;;;;;
83288;23/12/1986;0000;;26;;8.6;8.6;86;1.233333;
83288;23/12/1986;1200;3.6;;20.7;;;;;
83288;24/12/1986;0000;;23.4;;0;1.2;93.75;1.4;
83288;24/12/1986;1200;26.5;;20.2;;;;;
83288;25/12/1986;0000;;29.6;;0.8;0.3;87;1.733333;
83288;25/12/1986;1200;24.9;;19.9;;;;;
83288;26/12/1986;0000;;27.6;;0.8;1.8;83.75;1.666667;
83288;26/12/1986;1200;7;;21;;;;;
83288;27/12/1986;0000;;28.2;;0.4;1;77.75;0.533333;
83288;27/12/1986;1200;23.3;;18.4;;;;;
83288;28/12/1986;0000;;30;;2.7;1.5;74.5;1.5;
83288;28/12/1986;1200;0;;20.8;;;;;
83288;29/12/1986;0000;;29.4;;1.4;4;84.5;1.2;
83288;29/12/1986;1200;0;;21.1;;;;;
83288;30/12/1986;0000;;31.8;;5.9;2.1;78.5;1.1;
83288;30/12/1986;1200;0;;21.8;;;;;
83288;31/12/1986;0000;;29.1;;2;3.1;76.25;1.666667;
83288;31/12/1986;1200;7.9;;19.4;;;;;
83288;01/01/1987;0000;;33.2;;8.9;3;74;1.066667;
83288;01/01/1987;1200;0;;20.3;;;;;
83288;02/01/1987;0000;;33.6;;10.7;5;64.5;1.333333;
83288;02/01/1987;1200;0;;20.9;;;;;
83288;03/01/1987;0000;;32.8;;10.1;4.6;76;0.966667;
83288;03/01/1987;1200;0;;21.7;;;;;
83288;04/01/1987;0000;;33.3;;11.6;2.9;64.5;2.233333;
83288;04/01/1987;1200;18.2;;19.6;;;;;
83288;05/01/1987;0000;;32.8;;9.4;5.5;70.25;1.3;
83288;05/01/1987;1200;0;;20.4;;;;;
83288;06/01/1987;0000;;32.7;;11.1;3.7;59.75;1.533333;
83288;06/01/1987;1200;7.6;;18.9;;;;;
83288;07/01/1987;0000;;31.4;;9.1;4.8;68;1.133333;
83288;07/01/1987;1200;1.6;;20.2;;;;;
83288;08/01/1987;0000;;32.8;;10.8;3.2;69.75;2;
83288;08/01/1987;1200;0;;20.1;;;;;
83288;09/01/1987;0000;;34;;12.1;4.2;62;1.433333;
83288;09/01/1987;1200;0;;20.7;;;;;
83288;10/01/1987;0000;;34.6;;8.8;4.8;70;0.766667;
83288;10/01/1987;1200;0;;20.4;;;;;
83288;11/01/1987;0000;;32.4;;9.3;5.4;68.75;1.133333;
83288;11/01/1987;1200;0;;22.7;;;;;
83288;12/01/1987;0000;;34.8;;10.4;2.6;62.5;0.333333;
83288;12/01/1987;1200;0;;21.9;;;;;
83288;13/01/1987;0000;;35.4;;11.7;6.7;52.75;1.433333;
83288;13/01/1987;1200;0;;20.5;;;;;
83288;14/01/1987;0000;;34.4;;11.8;5.2;53.75;2.033333;
83288;14/01/1987;1200;0;;20.6;;;;;
83288;15/01/1987;0000;;36.4;;11.5;6;51;1.2;
83288;15/01/1987;1200;0;;19.5;;;;;
83288;16/01/1987;0000;;36.7;;9.6;9.8;56;0.633333;
83288;16/01/1987;1200;0;;21.3;;;;;
83288;17/01/1987;0000;;36.2;;5.8;9.8;73.75;1.733333;
83288;17/01/1987;1200;0;;20.3;;;;;
83288;18/01/1987;0000;;33;;5.1;6.7;80.5;1.533333;
83288;18/01/1987;1200;0.5;;20.3;;;;;
83288;19/01/1987;0000;;30.6;;1.2;2.8;71.75;0.866667;
83288;19/01/1987;1200;1;;20.3;;;;;
83288;20/01/1987;0000;;32;;1.8;2.6;83.25;1.733333;
83288;20/01/1987;1200;0;;20.9;;;;;
83288;21/01/1987;0000;;31.8;;5.8;2.6;82.5;1.333333;
83288;21/01/1987;1200;4;;19.4;;;;;
83288;22/01/1987;0000;;33.6;;7.2;2.4;68.5;1.033333;
83288;22/01/1987;1200;5.6;;17.8;;;;;
83288;23/01/1987;0000;;35.2;;9.7;4;61;1.2;
83288;23/01/1987;1200;0;;20.7;;;;;
83288;24/01/1987;0000;;36.6;;11.2;6.7;53.75;1.733333;
83288;24/01/1987;1200;0;;19.8;;;;;
83288;25/01/1987;0000;;35.4;;6.9;3.4;61.25;1.066667;
83288;25/01/1987;1200;0;;24.3;;;;;
83288;26/01/1987;0000;;35.4;;8.2;3.5;67.75;0.433333;
83288;26/01/1987;1200;0;;24.1;;;;;
83288;27/01/1987;0000;;35.6;;10.9;3.5;57.25;1.333333;
83288;27/01/1987;1200;0;;22;;;;;
83288;28/01/1987;0000;;37.2;;10.3;6.2;44.75;1.733333;
83288;28/01/1987;1200;0;;20.5;;;;;
83288;29/01/1987;0000;;37.4;;11.1;5.8;48.5;2.533333;
83288;29/01/1987;1200;0;;20.2;;;;;
83288;30/01/1987;0000;;35.8;;7.2;3;56;1.566667;
83288;30/01/1987;1200;0;;20.4;;;;;
83288;31/01/1987;0000;;37;;9.2;4.2;57.25;1.3;
83288;31/01/1987;1200;0;;21.8;;;;;
83288;01/02/1987;0000;;35.4;;3.1;7.2;51;1.133333;
83288;01/02/1987;1200;0;;21.4;;;;;
83288;02/02/1987;0000;;38.3;;9.9;13.2;48.75;1.3;
83288;02/02/1987;1200;0;;20.9;;;;;
83288;03/02/1987;0000;;39.7;;11.5;14;40.75;2.033333;
83288;03/02/1987;1200;0;;20.8;;;;;
83288;04/02/1987;0000;;39;;11.2;3;38.5;0.766667;
83288;04/02/1987;1200;0;;21.3;;;;;
83288;05/02/1987;0000;;37.4;;8.8;5;46.25;0.833333;
83288;05/02/1987;1200;0;;20.1;;;;;
83288;06/02/1987;0000;;37.8;;11.4;3.5;47.75;1.233333;
83288;06/02/1987;1200;0;;20.5;;;;;
83288;07/02/1987;0000;;37.6;;10.3;4.4;54;0.766667;
83288;07/02/1987;1200;0;;21.2;;;;;
83288;08/02/1987;0000;;35.6;;9.4;3.5;55.75;1.4;
83288;08/02/1987;1200;0.5;;22.2;;;;;
83288;09/02/1987;0000;;37;;9.9;3.4;45.5;1.2;
83288;09/02/1987;1200;0;;19.7;;;;;
83288;10/02/1987;0000;;36.8;;8.4;6.4;65.75;2.033333;
83288;10/02/1987;1200;0;;22.1;;;;;
83288;11/02/1987;0000;;29.2;;0.3;5.1;74;0.966667;
83288;11/02/1987;1200;22.8;;20.6;;;;;
83288;12/02/1987;0000;;33.2;;6.2;4.8;53.5;1.2;
83288;12/02/1987;1200;0;;21.1;;;;;
83288;13/02/1987;0000;;33.6;;9.6;6.2;53.5;1.9;
83288;13/02/1987;1200;0;;21.2;;;;;
83288;14/02/1987;0000;;33.6;;6.7;6.3;58.5;1.9;
83288;14/02/1987;1200;0;;21.6;;;;;
83288;15/02/1987;0000;;36.4;;7.6;6;52;1.366667;
83288;15/02/1987;1200;6.4;;16.9;;;;;
83288;16/02/1987;0000;;35.8;;8.3;6.4;51;1.533333;
83288;16/02/1987;1200;0;;21.7;;;;;
83288;17/02/1987;0000;;35.2;;;5;57;1.5;
83288;17/02/1987;1200;0;;22.2;;;;;
83288;18/02/1987;0000;;34.6;;;3.1;62.75;1.433333;
83288;18/02/1987;1200;0.4;;22.1;;;;;
83288;19/02/1987;0000;;36;;;4.5;59.75;1.8;
83288;19/02/1987;1200;0;;22.8;;;;;
83288;20/02/1987;0000;;36.2;;;10.3;52.25;1.533333;
83288;20/02/1987;1200;0;;22.1;;;;;
