--------------------
BDMEP - INMET
--------------------
Estação           : CARACOL - PI (OMM: 82976)
Latitude  (graus) : -9.28
Longitude (graus) : -43.33
Altitude  (metros): 522.77
Estação Operante
Inicio de operação: 03/10/1975
Periodo solicitado dos dados: 01/01/1960 a 31/12/2017
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Umidade Relativa Media;Velocidade do Vento Media;
82976;22/03/1978;0000;;28.6;;10.3;5.3;81.5;3.3;
82976;22/03/1978;1200;0;;;;;;;
82976;23/03/1978;0000;;26.6;;1.3;3.9;84.75;1.633333;
82976;23/03/1978;1200;0;;;;;;;
82976;24/03/1978;0000;;27.6;;3.5;3.5;83;3.033333;
82976;24/03/1978;1200;0;;;;;;;
82976;25/03/1978;0000;;28.2;;5;2.5;85.5;1.666667;
82976;25/03/1978;1200;0;;;;;;;
82976;26/03/1978;0000;;27.2;;5.2;2.5;83.75;2.866667;
82976;26/03/1978;1200;0;;;;;;;
82976;27/03/1978;0000;;28.6;;5.3;2.6;83.25;1.366667;
82976;27/03/1978;1200;0;;;;;;;
82976;28/03/1978;0000;;30.2;;9.2;2.9;80.5;2.133333;
82976;28/03/1978;1200;0;;;;;;;
82976;29/03/1978;0000;;30.2;;7.9;3.3;83.5;2.033333;
82976;29/03/1978;1200;0;;;;;;;
82976;30/03/1978;0000;;28.8;;3.5;2.9;79.25;1.533333;
82976;30/03/1978;1200;0.2;;;;;;;
82976;31/03/1978;0000;;27.2;;1.5;1.7;87;1.366667;
82976;31/03/1978;1200;3.1;;;;;;;
82976;01/04/1978;0000;;27.6;;2.5;1.1;82.75;1.766667;
82976;01/04/1978;1200;0;;;;;;;
82976;02/04/1978;0000;;30.4;;4.7;1.1;82.25;1.266667;
82976;02/04/1978;1200;1.9;;;;;;;
82976;03/04/1978;0000;;28.4;;5.1;2.1;87.25;2.2;
82976;03/04/1978;1200;0;;;;;;;
82976;04/04/1978;0000;;28.4;;3.5;1.1;86.25;1.833333;
82976;04/04/1978;1200;7.9;;;;;;;
82976;05/04/1978;0000;;25.6;;0.1;2.4;89.5;3.066667;
82976;05/04/1978;1200;1.4;;;;;;;
82976;06/04/1978;0000;;29;;8.3;0.4;83.25;1.3;
82976;06/04/1978;1200;52.6;;;;;;;
82976;07/04/1978;0000;;28.6;;5.4;2.6;87.5;1.9;
82976;07/04/1978;1200;0;;;;;;;
82976;08/04/1978;0000;;29.6;;8.6;1.9;83.75;1.8;
82976;08/04/1978;1200;0;;;;;;;
82976;09/04/1978;0000;;29.2;;10.7;3.3;80;2.666667;
82976;09/04/1978;1200;0;;;;;;;
82976;10/04/1978;0000;;27.6;;5.4;3.9;82.5;1.866667;
82976;10/04/1978;1200;0;;;;;;;
82976;11/04/1978;0000;;29.6;;5.9;3.1;82.75;1.666667;
82976;11/04/1978;1200;0;;;;;;;
82976;12/04/1978;0000;;30.2;;9.3;2.7;81.5;1.966667;
82976;12/04/1978;1200;0;;;;;;;
82976;13/04/1978;0000;;29.2;;9.6;3.1;82.5;2.6;
82976;13/04/1978;1200;0;;;;;;;
82976;14/04/1978;0000;;28.4;;6.8;2.3;81.25;2.1;
82976;14/04/1978;1200;0;;;;;;;
82976;15/04/1978;0000;;28.2;;10.2;2.7;78.25;2.833333;
82976;15/04/1978;1200;0;;;;;;;
82976;16/04/1978;0000;;28.2;;10.6;2.1;80.25;2.966667;
82976;16/04/1978;1200;0;;;;;;;
82976;17/04/1978;0000;;28.4;;10.9;2.6;75.75;2.6;
82976;17/04/1978;1200;0;;;;;;;
82976;18/04/1978;0000;;27.6;;6.4;3.7;79.5;2.633333;
82976;18/04/1978;1200;0;;;;;;;
82976;19/04/1978;0000;;27.8;;9.4;3.6;75.5;2.3;
82976;19/04/1978;1200;0;;;;;;;
82976;20/04/1978;0000;;28.4;;7.9;3.4;81;1.733333;
82976;20/04/1978;1200;0;;;;;;;
82976;21/04/1978;0000;;28.4;;7.3;3;77.25;1.566667;
82976;21/04/1978;1200;0;;;;;;;
82976;22/04/1978;0000;;29.4;;11;2.8;79.5;2.533333;
82976;22/04/1978;1200;0;;;;;;;
82976;23/04/1978;0000;;29.6;;9.7;4;78;1.866667;
82976;23/04/1978;1200;0;;;;;;;
82976;24/04/1978;0000;;28.8;;5.9;2.8;87.75;0.833333;
82976;24/04/1978;1200;5.4;;;;;;;
82976;25/04/1978;0000;;29;;7.1;2.4;82.25;0.966667;
82976;25/04/1978;1200;10;;;;;;;
82976;26/04/1978;0000;;26.8;;2;2;88.25;1.7;
82976;26/04/1978;1200;0.8;;;;;;;
82976;27/04/1978;0000;;27;;5.7;1.6;81.25;2.633333;
82976;27/04/1978;1200;3.4;;;;;;;
82976;28/04/1978;0000;;27.2;;5.1;3;80.5;2.7;
82976;28/04/1978;1200;0;;;;;;;
82976;29/04/1978;0000;;27.6;;3.9;3.3;86.5;1.866667;
82976;29/04/1978;1200;0;;;;;;;
82976;30/04/1978;0000;;29.4;;6.7;1.7;88.5;2.133333;
82976;30/04/1978;1200;1.2;;;;;;;
82976;01/05/1978;0000;;29.6;;9.2;2.2;84;1.5;
82976;01/05/1978;1200;0;;;;;;;
82976;02/05/1978;0000;;26.8;;0.7;2.2;89.5;0.866667;
82976;02/05/1978;1200;0;;;;;;;
82976;03/05/1978;0000;;26.4;;2.5;0.6;90;1.4;
82976;03/05/1978;1200;0.7;;;;;;;
82976;04/05/1978;0000;;28.4;;7.7;0.4;87.25;1.566667;
82976;04/05/1978;1200;1.5;;;;;;;
82976;05/05/1978;0000;;27.8;;3.2;0.2;92;1.633333;
82976;05/05/1978;1200;24.4;;;;;;;
82976;06/05/1978;0000;;28.2;;4.4;0.6;88;1.5;
82976;06/05/1978;1200;8;;;;;;;
82976;07/05/1978;0000;;28.2;;5.1;0.8;88.25;0.9;
82976;07/05/1978;1200;0.3;;;;;;;
82976;08/05/1978;0000;;26;;1.5;1;92;0.933333;
82976;08/05/1978;1200;8.5;;;;;;;
82976;09/05/1978;0000;;28;;2.4;0.2;88.75;1.966667;
82976;09/05/1978;1200;0.8;;;;;;;
82976;10/05/1978;0000;;25.4;;0;0.8;93.5;1.266667;
82976;10/05/1978;1200;0.8;;;;;;;
82976;11/05/1978;0000;;26.8;;6.7;0.4;84.25;2.066667;
82976;11/05/1978;1200;1.2;;;;;;;
82976;12/05/1978;0000;;27.2;;9.7;1;75.75;2.133333;
82976;12/05/1978;1200;0;;;;;;;
82976;13/05/1978;0000;;26.6;;5.1;1.2;83;2.533333;
82976;13/05/1978;1200;0;;;;;;;
82976;14/05/1978;0000;;27.4;;5.1;0.8;84.5;1.9;
82976;14/05/1978;1200;0;;;;;;;
82976;15/05/1978;0000;;27;;5.4;1;85.75;2.433333;
82976;15/05/1978;1200;0;;;;;;;
82976;16/05/1978;0000;;27.2;;6.3;1.8;80.25;2.366667;
82976;16/05/1978;1200;1;;;;;;;
82976;17/05/1978;0000;;28;;7.4;4;86.75;1.966667;
82976;17/05/1978;1200;0;;;;;;;
82976;18/05/1978;0000;;27.2;;2;3.5;89.75;1.2;
82976;18/05/1978;1200;0;;;;;;;
82976;19/05/1978;0000;;29.6;;10.8;2.2;82;1.766667;
82976;19/05/1978;1200;2;;;;;;;
82976;20/05/1978;0000;;30;;9.6;4;85.75;1.233333;
82976;20/05/1978;1200;0;;;;;;;
82976;21/05/1978;0000;;28.6;;9.7;3.8;86.5;1.766667;
82976;21/05/1978;1200;0;;;;;;;
82976;22/05/1978;0000;;29.4;;10.8;2.4;82;1.133333;
82976;22/05/1978;1200;0;;;;;;;
82976;23/05/1978;0000;;28.6;;7.3;2.2;84.5;1.433333;
82976;23/05/1978;1200;0;;;;;;;
82976;24/05/1978;0000;;29.4;;7.9;1.8;80.5;1.433333;
82976;24/05/1978;1200;0;;;;;;;
82976;25/05/1978;0000;;29.2;;7.9;1.6;79.75;2.733333;
82976;25/05/1978;1200;0;;;;;;;
82976;26/05/1978;0000;;28.8;;8.4;5.1;83;2.133333;
82976;26/05/1978;1200;0;;;;;;;
82976;27/05/1978;0000;;30;;8.9;3.4;78;1.433333;
82976;27/05/1978;1200;0;;;;;;;
82976;28/05/1978;0000;;30.4;;10.4;4;84.75;1.666667;
82976;28/05/1978;1200;0;;;;;;;
82976;29/05/1978;0000;;29.8;;7.7;3.6;89.5;2.066667;
82976;29/05/1978;1200;0;;;;;;;
82976;30/05/1978;0000;;29.4;;7.1;4;88;1.533333;
82976;30/05/1978;1200;0;;;;;;;
82976;31/05/1978;0000;;30.8;;9.9;3.4;80.5;1.833333;
82976;31/05/1978;1200;0;;;;;;;
82976;01/06/1978;0000;;31.2;;8.9;3.5;81.25;1.7;
82976;01/06/1978;1200;0;;;;;;;
82976;02/06/1978;0000;;30.4;;7.4;2.1;83.25;1.133333;
82976;02/06/1978;1200;0;;;;;;;
82976;03/06/1978;0000;;29.4;;8.2;3.5;87.75;1.966667;
82976;03/06/1978;1200;0;;;;;;;
82976;04/06/1978;0000;;30.4;;10.5;4.3;80.5;1.9;
82976;04/06/1978;1200;0;;;;;;;
82976;05/06/1978;0000;;30.4;;10;4.9;80.25;2.4;
82976;05/06/1978;1200;0;;;;;;;
82976;06/06/1978;0000;;29.2;;10.7;5.4;74.5;2.766667;
82976;06/06/1978;1200;0;;;;;;;
82976;07/06/1978;0000;;29.4;;10.7;6.4;81.25;2.5;
82976;07/06/1978;1200;0;;;;;;;
82976;08/06/1978;0000;;28;;5.2;5;84.25;1.933333;
82976;08/06/1978;1200;0;;;;;;;
82976;09/06/1978;0000;;29.2;;9.4;2.7;82.25;1.933333;
82976;09/06/1978;1200;2;;;;;;;
82976;10/06/1978;0000;;29.2;;10.5;4.8;78.75;2.5;
82976;10/06/1978;1200;0;;;;;;;
82976;11/06/1978;0000;;28.4;;10.6;6.6;75.5;2.9;
82976;11/06/1978;1200;0;;;;;;;
82976;12/06/1978;0000;;29;;8.9;8.2;80.25;5.033333;
82976;12/06/1978;1200;0;;;;;;;
82976;13/06/1978;0000;;25.4;;1.8;6.6;80.25;3.733333;
82976;13/06/1978;1200;0;;;;;;;
82976;14/06/1978;0000;;26.6;;7.5;5.7;79.25;2.766667;
82976;14/06/1978;1200;0;;;;;;;
82976;15/06/1978;0000;;28;;5.8;5.6;75.75;2.4;
82976;15/06/1978;1200;0;;;;;;;
82976;16/06/1978;0000;;27.8;;7;6.7;78.5;2.933333;
82976;16/06/1978;1200;0;;;;;;;
82976;17/06/1978;0000;;26.4;;6.3;6.3;79.25;2.2;
82976;17/06/1978;1200;0;;;;;;;
82976;18/06/1978;0000;;28.4;;8.6;5.2;71;3.466667;
82976;18/06/1978;1200;0;;;;;;;
82976;19/06/1978;0000;;27.4;;5.9;8.9;82.75;2.366667;
82976;19/06/1978;1200;0;;;;;;;
82976;20/06/1978;0000;;27.4;;7.2;6;79;2.966667;
82976;20/06/1978;1200;0;;;;;;;
82976;21/06/1978;0000;;28.6;;9.8;5.6;80.25;1.666667;
82976;21/06/1978;1200;0;;;;;;;
82976;22/06/1978;0000;;28;;10.4;5.4;69.5;2.8;
82976;22/06/1978;1200;0;;;;;;;
82976;23/06/1978;0000;;28.4;;10.4;7;83.5;2.433333;
82976;23/06/1978;1200;0;;;;;;;
82976;24/06/1978;0000;;27.6;;10;6.6;74.25;3.8;
82976;24/06/1978;1200;0;;;;;;;
82976;25/06/1978;0000;;28;;5.6;5.9;87.75;1.7;
82976;25/06/1978;1200;0;;;;;;;
82976;26/06/1978;0000;;29.6;;8.4;5.5;71;2.2;
82976;26/06/1978;1200;0;;22;;;;;
82976;27/06/1978;0000;;28;;4.5;6.8;90.5;2.866667;
82976;27/06/1978;1200;0;;19.9;;;;;
82976;28/06/1978;0000;;27.8;;7;7;87.5;3.733333;
82976;28/06/1978;1200;0;;20;;;;;
82976;29/06/1978;0000;;28;;9.6;7.1;87;2.633333;
82976;29/06/1978;1200;0;;16.5;;;;;
82976;30/06/1978;0000;;28.8;;9.2;6.2;78.5;2.2;
82976;30/06/1978;1200;0;;14.4;;;;;
82976;01/07/1978;0000;;29;;8.9;6;84.25;1.4;
82976;01/07/1978;1200;0;;13.6;;;;;
82976;02/07/1978;0000;;29.4;;10;6.1;76;1.766667;
82976;02/07/1978;1200;0;;13.9;;;;;
82976;03/07/1978;0000;;27.6;;4.3;6.3;92.25;2;
82976;03/07/1978;1200;0;;15;;;;;
82976;04/07/1978;0000;;29.6;;8.4;5.5;81.25;2.966667;
82976;04/07/1978;1200;0;;14.7;;;;;
82976;05/07/1978;0000;;32.6;;9.9;4.1;76.25;1.7;
82976;05/07/1978;1200;0;;15.7;;;;;
82976;06/07/1978;0000;;29.6;;10.7;6.4;79.5;3.266667;
82976;06/07/1978;1200;0;;17.1;;;;;
82976;07/07/1978;0000;;29.4;;9.9;7;85.75;1.866667;
82976;07/07/1978;1200;0;;15.2;;;;;
82976;08/07/1978;0000;;30;;9.6;6.5;79.75;2.8;
82976;08/07/1978;1200;0;;14;;;;;
82976;09/07/1978;0000;;28.2;;2.4;6.3;86;2.566667;
82976;09/07/1978;1200;0;;14;;;;;
82976;10/07/1978;0000;;30;;10;5.7;73.5;2.866667;
82976;10/07/1978;1200;0;;13.7;;;;;
82976;11/07/1978;0000;;30.2;;9.7;7.8;83.5;2.3;
82976;11/07/1978;1200;0;;15;;;;;
82976;12/07/1978;0000;;30.6;;8.1;6.6;74.75;1.966667;
82976;12/07/1978;1200;0;;14.9;;;;;
82976;13/07/1978;0000;;29.6;;5.6;4.2;84.25;2.333333;
82976;13/07/1978;1200;0;;16;;;;;
82976;14/07/1978;0000;;30.6;;9.2;3.9;77.25;2.6;
82976;14/07/1978;1200;0;;17.5;;;;;
82976;15/07/1978;0000;;30.6;;9.4;6.9;84.75;2.766667;
82976;15/07/1978;1200;0;;15.3;;;;;
82976;16/07/1978;0000;;30.6;;10.2;7.6;76.5;3.233333;
82976;16/07/1978;1200;0;;14.9;;;;;
82976;17/07/1978;0000;;31.6;;10.5;7;78;2.3;
82976;17/07/1978;1200;0;;13.6;;;;;
82976;18/07/1978;0000;;31.8;;9.6;8;76.5;3.566667;
82976;18/07/1978;1200;0;;15.5;;;;;
82976;19/07/1978;0000;;31.8;;7.4;6.1;85.5;1.6;
82976;19/07/1978;1200;0;;16.7;;;;;
82976;20/07/1978;0000;;31.8;;6.5;5.8;82.5;2.833333;
82976;20/07/1978;1200;0;;18.5;;;;;
82976;21/07/1978;0000;;32.2;;10.1;6.3;79.5;3.533333;
82976;21/07/1978;1200;0;;19.1;;;;;
82976;22/07/1978;0000;;31.4;;7;8.3;78.5;3.633333;
82976;22/07/1978;1200;0;;18.9;;;;;
82976;23/07/1978;0000;;31.6;;8.1;15.1;84.25;3.2;
82976;23/07/1978;1200;0;;16.2;;;;;
82976;24/07/1978;0000;;31;;8.8;6;71.5;1.866667;
82976;24/07/1978;1200;0;;16;;;;;
82976;25/07/1978;0000;;31;;9.7;7.6;77.5;4.033333;
82976;25/07/1978;1200;0;;16;;;;;
82976;26/07/1978;0000;;28.6;;5.9;11.3;81.25;4.533333;
82976;26/07/1978;1200;0;;17.9;;;;;
82976;27/07/1978;0000;;28.2;;5.4;6.2;87;3.366667;
82976;27/07/1978;1200;0;;16;;;;;
82976;28/07/1978;0000;;28.8;;6.3;6.6;73.5;5.233333;
82976;28/07/1978;1200;0;;16.9;;;;;
82976;29/07/1978;0000;;29.2;;7.3;5.6;83.75;3.7;
82976;29/07/1978;1200;0;;16.8;;;;;
82976;30/07/1978;0000;;27;;2.6;10;82.75;3.266667;
82976;30/07/1978;1200;0;;18.9;;;;;
82976;31/07/1978;0000;;28.2;;9.3;7.1;74.75;4.066667;
82976;31/07/1978;1200;0;;15.2;;;;;
82976;01/08/1978;0000;;27.4;;2.3;8.2;77.25;3.966667;
82976;01/08/1978;1200;0;;17.3;;;;;
82976;02/08/1978;0000;;29;;10.8;3.4;77.5;3.433333;
82976;02/08/1978;1200;0;;15.6;;;;;
82976;03/08/1978;0000;;29;;8.7;9.5;69.75;3.733333;
82976;03/08/1978;1200;0;;14.3;;;;;
82976;04/08/1978;0000;;30;;10.7;9.8;74.5;2.8;
82976;04/08/1978;1200;0;;15.6;;;;;
82976;05/08/1978;0000;;28.8;;6.7;10;70.25;5.766667;
82976;05/08/1978;1200;0;;18.1;;;;;
82976;06/08/1978;0000;;29.8;;9;9.9;77.25;4.366667;
82976;06/08/1978;1200;0;;16;;;;;
82976;07/08/1978;0000;;29.6;;9;13;79.5;3.033333;
82976;07/08/1978;1200;0;;18.2;;;;;
82976;08/08/1978;0000;;30.6;;9.6;6.4;77.75;3.133333;
82976;08/08/1978;1200;0;;16.4;;;;;
82976;09/08/1978;0000;;31.6;;9.2;10.5;70.75;1.533333;
82976;09/08/1978;1200;0;;17.6;;;;;
82976;10/08/1978;0000;;32;;9.3;8.4;74.25;2.033333;
82976;10/08/1978;1200;0;;14.2;;;;;
82976;11/08/1978;0000;;31.6;;10.9;9.8;68.75;3.866667;
82976;11/08/1978;1200;0;;13.4;;;;;
82976;12/08/1978;0000;;31.6;;10.9;9.3;74;3.633333;
82976;12/08/1978;1200;0;;16;;;;;
82976;13/08/1978;0000;;32.6;;10.1;10.7;67.25;2.566667;
82976;13/08/1978;1200;0;;13.7;;;;;
82976;14/08/1978;0000;;33.2;;10.9;9.1;72;2.366667;
82976;14/08/1978;1200;0;;14;;;;;
82976;15/08/1978;0000;;32.6;;10.2;11.7;66;2.566667;
82976;15/08/1978;1200;0;;14.1;;;;;
82976;16/08/1978;0000;;32;;9.5;9.2;71;3.166667;
82976;16/08/1978;1200;0;;13.6;;;;;
82976;17/08/1978;0000;;32;;10.9;8.6;56.75;3.5;
82976;17/08/1978;1200;0;;14.1;;;;;
82976;18/08/1978;0000;;31.2;;9.7;12.3;70.75;4.366667;
82976;18/08/1978;1200;0;;16.6;;;;;
82976;19/08/1978;0000;;30;;9.7;14.4;65.25;4.5;
82976;19/08/1978;1200;0;;17.4;;;;;
82976;20/08/1978;0000;;29;;9.7;12.9;72.5;3.433333;
82976;20/08/1978;1200;0;;16.8;;;;;
82976;21/08/1978;0000;;30;;11;10.6;62.25;2.9;
82976;21/08/1978;1200;0;;11.9;;;;;
82976;22/08/1978;0000;;31;;9.9;10.3;74.25;3.366667;
82976;22/08/1978;1200;0;;13.8;;;;;
82976;23/08/1978;0000;;31.4;;9.9;10.2;64.25;3.033333;
82976;23/08/1978;1200;0;;13.4;;;;;
82976;24/08/1978;0000;;31.6;;11.1;9.5;72.75;2.366667;
82976;24/08/1978;1200;0;;13;;;;;
82976;25/08/1978;0000;;32.2;;11;10;56.25;3.1;
82976;25/08/1978;1200;0;;12.5;;;;;
82976;26/08/1978;0000;;31.6;;10.9;9.6;70.25;2.1;
82976;26/08/1978;1200;0;;12;;;;;
82976;27/08/1978;0000;;32;;10.9;12.3;59;3.7;
82976;27/08/1978;1200;0;;13.9;;;;;
82976;28/08/1978;0000;;33.6;;11;9.6;67.75;2;
82976;28/08/1978;1200;0;;13.4;;;;;
82976;29/08/1978;0000;;34.8;;11;7.6;54;2.666667;
82976;29/08/1978;1200;0;;14;;;;;
82976;30/08/1978;0000;;35.2;;10;11;68.75;1.966667;
82976;30/08/1978;1200;0;;14.6;;;;;
82976;31/08/1978;0000;;34.6;;9.8;10.2;63.25;1.866667;
82976;31/08/1978;1200;0;;15.3;;;;;
82976;01/09/1978;0000;;33.4;;10;12;65.75;2.433333;
82976;01/09/1978;1200;0;;14.6;;;;;
82976;02/09/1978;0000;;31.6;;10.6;13.5;66.25;2.733333;
82976;02/09/1978;1200;0;;18.4;;;;;
82976;03/09/1978;0000;;31.8;;11;12.5;62.25;1.6;
82976;03/09/1978;1200;0;;12;;;;;
82976;04/09/1978;0000;;32.1;;10.4;14.6;60.75;2.533333;
82976;04/09/1978;1200;0;;16.9;;;;;
82976;05/09/1978;0000;;32.6;;9.9;11.3;68.25;2.7;
82976;05/09/1978;1200;0;;16.3;;;;;
82976;06/09/1978;0000;;34.2;;10.3;11.2;55.25;2.966667;
82976;06/09/1978;1200;0;;15.6;;;;;
82976;07/09/1978;0000;;33.8;;9.4;11.5;62;1.433333;
82976;07/09/1978;1200;0;;17;;;;;
82976;08/09/1978;0000;;33.8;;10.2;11.5;61.5;3.9;
82976;08/09/1978;1200;0;;16.1;;;;;
82976;09/09/1978;0000;;34.2;;8.9;11.5;65;2.5;
82976;09/09/1978;1200;0;;17;;;;;
82976;10/09/1978;0000;;34;;8.7;12.6;61.5;4.066667;
82976;10/09/1978;1200;0;;17.7;;;;;
82976;11/09/1978;0000;;33.4;;10.3;16.1;60;2.2;
82976;11/09/1978;1200;0;;16.4;;;;;
82976;12/09/1978;0000;;33.4;;10.7;12.6;59;4.3;
82976;12/09/1978;1200;0;;15.4;;;;;
82976;13/09/1978;0000;;33.4;;10.5;13.7;59.75;3.233333;
82976;13/09/1978;1200;0;;15;;;;;
82976;14/09/1978;0000;;32.6;;10.9;12.6;60;6.1;
82976;14/09/1978;1200;0;;16.9;;;;;
82976;15/09/1978;0000;;30.6;;10.3;17;69.75;4.533333;
82976;15/09/1978;1200;0;;16.6;;;;;
82976;16/09/1978;0000;;32;;10.6;11.6;62;4.133333;
82976;16/09/1978;1200;0;;18.6;;;;;
82976;17/09/1978;0000;;32.8;;10.5;13.1;67.25;2.666667;
82976;17/09/1978;1200;0;;14.3;;;;;
82976;18/09/1978;0000;;33;;10;14.4;62.5;4.133333;
82976;18/09/1978;1200;0;;18.9;;;;;
82976;19/09/1978;0000;;33.4;;8.6;12.9;64;3.3;
82976;19/09/1978;1200;0;;18.8;;;;;
82976;20/09/1978;0000;;32.8;;8.7;12.5;62;3.1;
82976;20/09/1978;1200;0;;18.6;;;;;
82976;21/09/1978;0000;;33.2;;9.6;13.5;60;3.666667;
82976;21/09/1978;1200;0;;19.8;;;;;
82976;22/09/1978;0000;;33;;9.2;15.9;60.75;4.166667;
82976;22/09/1978;1200;0;;19.4;;;;;
82976;23/09/1978;0000;;32.2;;6.1;15;67;5.033333;
82976;23/09/1978;1200;0;;21;;;;;
82976;24/09/1978;0000;;32.2;;8.7;14.5;62.5;4.566667;
82976;24/09/1978;1200;0;;19.2;;;;;
82976;25/09/1978;0000;;31;;4.8;13.7;65.75;3.2;
82976;25/09/1978;1200;0;;19.8;;;;;
82976;26/09/1978;0000;;32;;8.7;14.4;61.25;5.566667;
82976;26/09/1978;1200;0;;19.2;;;;;
82976;27/09/1978;0000;;32.2;;8.8;14.7;66;3.1;
82976;27/09/1978;1200;0;;18.4;;;;;
82976;28/09/1978;0000;;32.8;;8.7;14.5;57.75;3.933333;
82976;28/09/1978;1200;0;;20.2;;;;;
82976;29/09/1978;0000;;33.6;;10;16.5;60;2.3;
82976;29/09/1978;1200;0;;18.6;;;;;
82976;30/09/1978;0000;;33.6;;8.8;12.8;62.5;4.2;
82976;30/09/1978;1200;0;;19.8;;;;;
82976;01/10/1978;0000;;33.6;;8.8;17;57.75;2.866667;
82976;01/10/1978;1200;0;;20.2;;;;;
82976;02/10/1978;0000;;32.4;;6;12.5;58.75;4.433333;
82976;02/10/1978;1200;0;;19.9;;;;;
82976;03/10/1978;0000;;33;;10.5;14;56;3.033333;
82976;03/10/1978;1200;0;;19;;;;;
82976;04/10/1978;0000;;33;;9.7;15.5;58.5;5.133333;
82976;04/10/1978;1200;0;;18;;;;;
82976;05/10/1978;0000;;32.6;;11.1;17.2;57;3.2;
82976;05/10/1978;1200;0;;18;;;;;
82976;06/10/1978;0000;;33.6;;10.2;12.2;61.25;3.2;
82976;06/10/1978;1200;0;;16.9;;;;;
82976;07/10/1978;0000;;35.4;;10.2;12.3;53.75;1.5;
82976;07/10/1978;1200;0;;17.6;;;;;
82976;08/10/1978;0000;;33.4;;5.2;15.5;65;4.266667;
82976;08/10/1978;1200;0;;20.8;;;;;
82976;09/10/1978;0000;;30.6;;0.5;14.7;77.75;2.7;
82976;09/10/1978;1200;0;;22.8;;;;;
82976;10/10/1978;0000;;33.4;;4.5;8.1;62.25;3.1;
82976;10/10/1978;1200;0;;17.8;;;;;
82976;11/10/1978;0000;;32.8;;3.9;10;80.75;2.533333;
82976;11/10/1978;1200;3.5;;21.2;;;;;
82976;12/10/1978;0000;;33;;3.1;13.9;76.75;2.8;
82976;12/10/1978;1200;11.8;;21.4;;;;;
82976;13/10/1978;0000;;34.4;;10.3;12.7;55.75;3.533333;
82976;13/10/1978;1200;0;;21.4;;;;;
82976;14/10/1978;0000;;35.4;;9.9;6.8;57;4.9;
82976;14/10/1978;1200;0;;20.4;;;;;
82976;15/10/1978;0000;;32.8;;3.9;10.4;76.75;2.533333;
82976;15/10/1978;1200;0;;22.4;;;;;
82976;16/10/1978;0000;;33.8;;5.1;6.5;70;2.8;
82976;16/10/1978;1200;4.4;;22.2;;;;;
82976;17/10/1978;0000;;32.6;;6.6;9.5;62.75;2.633333;
82976;17/10/1978;1200;0;;20.4;;;;;
82976;18/10/1978;0000;;35;;8.4;9;61.25;3.133333;
82976;18/10/1978;1200;0.5;;21.8;;;;;
82976;19/10/1978;0000;;34.2;;10.2;11.1;56.75;2.3;
82976;19/10/1978;1200;0;;22;;;;;
82976;20/10/1978;0000;;28.4;;0.8;9.4;92.5;2.366667;
82976;20/10/1978;1200;0;;21.4;;;;;
82976;21/10/1978;0000;;33.8;;5.1;2.5;63.25;1.866667;
82976;21/10/1978;1200;0;;18.2;;;;;
82976;22/10/1978;0000;;29.6;;0.6;7.3;71.75;3.4;
82976;22/10/1978;1200;0.2;;21.8;;;;;
82976;23/10/1978;0000;;32.8;;5.1;6.3;61.5;2.733333;
82976;23/10/1978;1200;0;;19.6;;;;;
82976;24/10/1978;0000;;33;;6.5;8;55;4.8;
82976;24/10/1978;1200;0;;21.2;;;;;
82976;25/10/1978;0000;;33.8;;10.8;10.3;55.25;3.966667;
82976;25/10/1978;1200;0;;18.8;;;;;
82976;26/10/1978;0000;;36;;10.1;5.8;47.5;3.2;
82976;26/10/1978;1200;0;;19.7;;;;;
82976;27/10/1978;0000;;34.6;;9.8;4.6;51.5;2.533333;
82976;27/10/1978;1200;0;;16.3;;;;;
82976;28/10/1978;0000;;36;;10.4;9.1;52;4.3;
82976;28/10/1978;1200;0;;17.9;;;;;
82976;29/10/1978;0000;;35;;10.4;13.8;53.5;2.933333;
82976;29/10/1978;1200;0;;17.4;;;;;
82976;30/10/1978;0000;;35.4;;10.6;15.7;50.75;3.033333;
82976;30/10/1978;1200;0;;17.1;;;;;
82976;31/10/1978;0000;;35;;10.8;13.5;55.5;1.333333;
82976;31/10/1978;1200;0;;16.3;;;;;
82976;01/11/1978;0000;;35;;10.3;15;56.25;2.233333;
82976;01/11/1978;1200;0;;18.9;;;;;
82976;02/11/1978;0000;;35;;9.8;13;54.5;3.9;
82976;02/11/1978;1200;0;;18.2;;;;;
82976;03/11/1978;0000;;35;;11;14.5;56.75;3.666667;
82976;03/11/1978;1200;0;;19.8;;;;;
82976;04/11/1978;0000;;35.6;;10.8;14.4;57;3.2;
82976;04/11/1978;1200;0;;17.2;;;;;
82976;05/11/1978;0000;;36;;11.1;14;57.5;3.466667;
82976;05/11/1978;1200;0;;19.3;;;;;
82976;06/11/1978;0000;;35.4;;7.4;11.8;70.5;3.633333;
82976;06/11/1978;1200;0;;20.4;;;;;
82976;07/11/1978;0000;;34.6;;4.3;8.9;82.5;3.9;
82976;07/11/1978;1200;0;;21.6;;;;;
82976;08/11/1978;0000;;33.4;;9.9;6.6;52.5;3.466667;
82976;08/11/1978;1200;0;;19.8;;;;;
