--------------------
BDMEP - INMET
--------------------
Estação           : CORRENTINA - BA (OMM: 83286)
Latitude  (graus) : -13.33
Longitude (graus) : -44.61
Altitude  (metros): 549.47
Estação Operante
Inicio de operação: 11/08/1975
Periodo solicitado dos dados: 01/01/1960 a 31/12/2017
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;DirecaoVento;VelocidadeVentoMedia;
83286;30/06/1998;0000;9;2.386667;
83286;31/07/1998;0000;9;2.202151;
83286;31/08/1998;0000;9;2.174194;
83286;30/09/1998;0000;9;2.463333;
83286;31/10/1998;0000;9;2.165591;
83286;30/11/1998;0000;9;1.448889;
83286;31/12/1998;0000;9;1.630435;
83286;31/01/1999;0000;9;1.658065;
83286;28/02/1999;0000;9;1.647619;
83286;31/03/1999;0000;9;1.488172;
83286;30/04/1999;0000;9;2.163333;
83286;31/05/1999;0000;14;1.817204;
83286;30/06/1999;0000;9;1.897778;
83286;31/07/1999;0000;14;2.929032;
83286;31/08/1999;0000;9;2.850538;
83286;31/12/2000;0000;9;1.358696;
83286;31/01/2001;0000;9;1.88172;
83286;28/02/2001;0000;9;1.750602;
83286;31/03/2001;0000;9;1.641935;
83286;30/04/2001;0000;9;2.006667;
83286;31/05/2001;0000;27;1.660215;
83286;30/06/2001;0000;9;2.357303;
83286;31/07/2001;0000;9;2.281522;
83286;30/09/2001;0000;9;2.185244;
83286;31/10/2001;0000;9;2.176344;
83286;30/11/2001;0000;9;1.703333;
83286;31/12/2001;0000;9;1.758065;
83286;31/01/2002;0000;9;1.847785;
83286;28/02/2002;0000;9;1.694735;
83286;31/03/2002;0000;9;1.956131;
83286;30/04/2002;0000;9;2.016485;
83286;31/05/2002;0000;9;1.719517;
83286;31/07/2002;0000;9;1.985257;
83286;31/08/2002;0000;9;2.255914;
83286;30/09/2002;0000;9;2.305556;
83286;31/10/2002;0000;9;1.894565;
83286;30/11/2002;0000;9;1.863333;
