--------------------
BDMEP - INMET
--------------------
Estação           : BARREIRAS - BA (OMM: 83236)
Latitude  (graus) : -12.15
Longitude (graus) : -45
Altitude  (metros): 439.29
Estação Operante
Inicio de operação: 01/01/1924
Periodo solicitado dos dados: 01/01/1960 a 31/12/2017
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;DirecaoVento;VelocidadeVentoMedia;
83236;30/09/1974;0000;0;2.3;
83236;31/10/1974;0000;5;1.462366;
83236;30/11/1974;0000;5;1.677778;
83236;31/12/1974;0000;5;1.603226;
83236;31/01/1975;0000;5;1.255914;
83236;28/02/1975;0000;5;1.427778;
83236;31/03/1975;0000;0;;
83236;30/04/1975;0000;0;1.097297;
83236;31/05/1975;0000;18;1.524731;
83236;30/06/1975;0000;14;1.824444;
83236;31/07/1975;0000;14;1.988172;
83236;31/08/1975;0000;14;1.939785;
83236;30/09/1975;0000;5;2.132222;
83236;31/10/1975;0000;5;1.937634;
83236;30/11/1975;0000;0;1.718889;
83236;31/12/1975;0000;0;1.55914;
83236;31/01/1976;0000;0;1.251613;
83236;29/02/1976;0000;0;1.348276;
83236;31/03/1976;0000;0;1.190323;
83236;30/04/1976;0000;0;1.211111;
83236;31/05/1976;0000;0;1.051613;
83236;30/06/1976;0000;18;1.412222;
83236;31/07/1976;0000;18;1.674194;
83236;31/08/1976;0000;0;1.65914;
83236;30/09/1976;0000;36;1.87;
83236;31/10/1976;0000;0;1.473118;
83236;30/11/1976;0000;5;1.77;
83236;31/12/1976;0000;0;1.398925;
83236;31/01/1977;0000;5;1.790323;
83236;28/02/1977;0000;0;1.459524;
83236;31/03/1977;0000;5;1.475269;
83236;30/04/1977;0000;0;1.115556;
83236;31/05/1977;0000;18;1.488172;
83236;30/06/1977;0000;14;1.797778;
83236;31/07/1977;0000;14;1.867742;
83236;31/08/1977;0000;0;1.727957;
83236;30/09/1977;0000;5;1.944828;
83236;31/10/1977;0000;0;1.45914;
83236;30/11/1977;0000;5;1.576667;
83236;31/12/1977;0000;5;1.578495;
83236;31/01/1978;0000;5;1.43871;
83236;28/02/1978;0000;0;1.457143;
83236;31/03/1978;0000;0;1.32043;
83236;30/04/1978;0000;0;1.057778;
83236;31/05/1978;0000;0;1.109677;
83236;30/06/1978;0000;18;1.464444;
83236;31/07/1978;0000;14;1.428261;
83236;31/08/1978;0000;14;1.826882;
83236;30/09/1978;0000;5;1.923333;
83236;31/10/1978;0000;0;1.576344;
83236;30/11/1978;0000;18;1.346667;
83236;31/12/1978;0000;5;1.339785;
83236;31/01/1979;0000;5;1.430108;
83236;28/02/1979;0000;5;1.378571;
83236;31/03/1979;0000;5;1.152688;
83236;30/04/1979;0000;0;1.133333;
83236;31/05/1979;0000;5;1.343478;
83236;30/06/1979;0000;14;1.906667;
83236;31/07/1979;0000;18;1.632258;
83236;31/08/1979;0000;23;1.260215;
83236;30/09/1979;0000;5;1.663333;
83236;31/10/1979;0000;5;1.581522;
83236;30/11/1979;0000;5;1.492222;
83236;31/12/1979;0000;5;1.478495;
83236;31/01/1980;0000;5;1.628261;
83236;29/02/1980;0000;5;1.513793;
83236;31/03/1980;0000;0;1.260215;
83236;30/04/1980;0000;5;1.561111;
83236;31/05/1980;0000;36;1.497849;
83236;30/06/1980;0000;14;1.716667;
83236;31/07/1980;0000;18;1.465591;
83236;31/08/1980;0000;18;1.806452;
83236;30/09/1980;0000;5;1.714444;
83236;31/10/1980;0000;36;1.741935;
83236;30/11/1980;0000;0;1.373333;
83236;31/12/1980;0000;0;1.341935;
83236;31/01/1986;0000;5;1.742391;
83236;28/02/1986;0000;5;1.511905;
83236;31/03/1986;0000;5;1.609677;
83236;30/04/1986;0000;5;1.482222;
83236;31/05/1986;0000;5;1.490323;
83236;31/07/1986;0000;18;1.433696;
83236;31/08/1986;0000;18;1.91828;
83236;31/10/1986;0000;18;1.473034;
83236;31/12/1986;0000;5;1.559783;
83236;31/01/1987;0000;18;1.373118;
83236;28/02/1987;0000;18;1.520238;
83236;31/03/1987;0000;5;1.506452;
83236;30/04/1987;0000;0;0.634444;
83236;31/05/1987;0000;0;0.707527;
83236;30/06/1987;0000;0;1.052222;
83236;31/07/1987;0000;0;0.705376;
83236;31/08/1987;0000;9;1.722581;
83236;30/09/1987;0000;0;1.474444;
83236;31/10/1987;0000;5;1.716129;
83236;30/11/1987;0000;0;1.156667;
83236;31/12/1987;0000;0;1.167742;
83236;31/01/1988;0000;0;0.375269;
83236;29/02/1988;0000;0;0.696552;
83236;31/03/1988;0000;0;1.188172;
83236;30/04/1988;0000;0;1.046667;
83236;31/05/1988;0000;0;0.444086;
83236;30/06/1988;0000;0;1.041111;
83236;31/08/1988;0000;14;1.853261;
83236;30/09/1988;0000;14;2.127778;
83236;31/10/1988;0000;0;1.16129;
83236;30/11/1988;0000;0;1.285556;
83236;31/12/1988;0000;36;1.368817;
83236;31/01/1989;0000;0;1.229032;
83236;28/02/1989;0000;0;1.258333;
83236;31/03/1989;0000;0;1.202151;
83236;31/01/1991;0000;0;1.025581;
83236;28/02/1991;0000;0;0.888889;
83236;31/03/1991;0000;0;0.903279;
83236;30/04/1991;0000;0;0.836667;
83236;30/06/1991;0000;18;1.28;
83236;31/07/1991;0000;18;2.185484;
83236;31/08/1991;0000;9;2.339655;
83236;30/09/1991;0000;5;2.173333;
83236;31/10/1991;0000;5;2.012903;
83236;30/11/1991;0000;0;1.175862;
83236;31/12/1991;0000;0;1.129032;
83236;31/01/1992;0000;9;1.666129;
83236;29/02/1992;0000;5;1.489655;
83236;31/03/1992;0000;5;1.818333;
83236;30/04/1992;0000;5;1.208333;
83236;31/05/1992;0000;5;1.132258;
83236;30/06/1992;0000;18;2.19322;
83236;31/07/1992;0000;18;2.023333;
83236;31/08/1992;0000;18;1.73871;
83236;30/09/1992;0000;5;2.163333;
83236;31/10/1992;0000;5;1.748387;
83236;30/11/1992;0000;5;1.708333;
83236;31/12/1992;0000;5;1.491935;
83236;31/01/1993;0000;5;1.693548;
83236;28/02/1993;0000;5;1.614286;
83236;31/03/1993;0000;5;1.583871;
83236;30/04/1993;0000;18;1.665;
83236;31/05/1993;0000;18;1.7;
83236;30/06/1993;0000;18;1.721429;
83236;31/08/1993;0000;18;1.798387;
83236;30/09/1993;0000;5;1.926667;
83236;31/10/1993;0000;5;1.940323;
83236;30/11/1993;0000;5;1.821667;
83236;31/12/1993;0000;5;1.890323;
83236;31/01/1994;0000;5;1.385484;
83236;28/02/1994;0000;5;1.7625;
83236;31/03/1994;0000;5;1.554098;
83236;30/04/1994;0000;5;1.631667;
83236;31/05/1994;0000;18;1.672152;
83236;30/06/1994;0000;23;1.78;
83236;31/07/1994;0000;23;2.255914;
83236;31/08/1994;0000;18;1.734409;
83236;30/09/1994;0000;5;2.547778;
83236;31/10/1994;0000;36;2.255914;
83236;30/11/1994;0000;36;2.107778;
83236;31/12/1994;0000;36;1.731183;
83236;31/01/1995;0000;18;1.431183;
83236;28/02/1995;0000;18;1.611905;
83236;31/03/1995;0000;36;1.354839;
83236;30/04/1995;0000;18;1.551111;
83236;31/05/1995;0000;18;1.448387;
83236;30/06/1995;0000;18;1.521111;
83236;31/07/1995;0000;18;1.736559;
83236;31/08/1995;0000;18;1.848387;
83236;30/09/1995;0000;14;2.71;
83236;31/10/1995;0000;18;2.298925;
83236;30/11/1995;0000;18;2.097727;
83236;31/12/1995;0000;0;1.283721;
83236;31/01/1996;0000;18;1.391935;
83236;29/02/1996;0000;5;1.67069;
83236;31/03/1996;0000;5;1.308065;
83236;30/04/1996;0000;5;1.128333;
83236;31/05/1996;0000;36;1.325806;
83236;30/06/1996;0000;9;1.443333;
83236;31/07/1996;0000;18;1.396774;
83236;31/08/1996;0000;5;1.527419;
83236;30/09/1996;0000;5;2.506557;
83236;31/10/1996;0000;36;1.617742;
83236;30/11/1996;0000;5;2.156667;
83236;31/12/1996;0000;5;2.258065;
83236;31/01/1997;0000;36;1.954839;
83236;28/02/1997;0000;5;1.748214;
83236;31/03/1997;0000;5;2.141935;
83236;30/04/1997;0000;5;1.613333;
83236;31/05/1997;0000;18;1.732258;
83236;30/06/1997;0000;5;1.583333;
83236;31/07/1997;0000;0;1.848387;
83236;31/08/1997;0000;0;1.667742;
83236;30/09/1997;0000;5;1.87541;
83236;31/10/1997;0000;5;1.709677;
83236;30/11/1997;0000;36;1.486667;
83236;31/12/1997;0000;0;1.24127;
83236;31/01/1998;0000;0;1.267742;
83236;28/02/1998;0000;0;1.326786;
83236;31/03/1998;0000;0;1.266129;
83236;30/04/1998;0000;0;1.321667;
83236;31/05/1998;0000;0;1.15;
83236;30/06/1998;0000;0;1.134426;
83236;31/07/1998;0000;0;1.364516;
83236;31/08/1998;0000;0;1.798387;
83236;30/09/1998;0000;36;2.86;
83236;31/10/1998;0000;5;2.409524;
83236;30/11/1998;0000;0;1.313333;
83236;31/12/1998;0000;0;1.540323;
83236;31/01/1999;0000;0;1.033871;
83236;28/02/1999;0000;0;1.071429;
83236;31/03/1999;0000;0;0.93871;
83236;30/04/1999;0000;0;1.581667;
83236;31/05/1999;0000;14;1.303226;
83236;30/06/1999;0000;0;1.211475;
